Hit@10,Hit@20,Hit@5,NDCG@10,NDCG@20,NDCG@5,Precision@10,Precision@20,Precision@5,Recall@10,Recall@20,Recall@5,accuracy,auc_roc
0.8144154370034052,0.9222474460839954,0.6770715096481271,0.2662231438734954,0.24665080192577934,0.28251195011840297,0.2265039727582293,0.1775255391600454,0.26106696935300794,0.11245280941961122,0.1728305755809313,0.07125187409711771,0.7238976811458068,0.8031237216836841
